Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref
###347	23.5	0.0	1.2	Chr10	2282574	2282655	81	+	183CL0250	LTR/Copia	15	95	(0)	160063	1	No_ref_available

###344	26.3	0.0	0.0	Chr10	2282860	2282935	76	C	183CL0250	LTR/Copia	(0)	95	20	160064	1	No_ref_available

###493	11.8	0.0	2.6	Chr10	2352496	2352573	76	+	183CL0250	LTR/Copia	20	95	(0)	160092	1	No_ref_available

###381	19.2	2.6	0.0	Chr10	2352783	2352860	80	C	183CL0250	LTR/Copia	(1)	94	15	160093	1	No_ref_available

###396	14.9	2.6	2.6	Chr10	2353368	2353443	76	+	183CL0250	LTR/Copia	20	95	(0)	160094	1	No_ref_available

###295	17.9	11.6	2.7	Chr10	2353584	2353652	75	C	183CL0250	LTR/Copia	(0)	95	21	160095	1	No_ref_available

###361	21.0	0.0	4.9	Chr10	2361171	2361255	81	+	183CL0250	LTR/Copia	15	95	(0)	160098	1	No_ref_available

###381	20.2	0.0	1.2	Chr10	2361440	2361524	84	C	183CL0250	LTR/Copia	(1)	94	11	160099	1	No_ref_available

###432	18.1	0.0	1.2	Chr10	2378862	2378945	83	+	183CL0250	LTR/Copia	12	94	(1)	160101	1	No_ref_available

###412	17.3	0.0	2.7	Chr10	2379032	2379108	75	C	183CL0250	LTR/Copia	(1)	94	20	160102	1	No_ref_available

###256	29.6	1.2	0.0	Chr10	2426195	2426275	82	C	183CL0250	LTR/Copia	(2)	93	12	160112	1	No_ref_available

###378	23.5	0.0	0.0	Chr10	2432897	2432977	81	+	183CL0250	LTR/Copia	15	95	(0)	160113	1	No_ref_available

###270	23.8	1.2	2.5	Chr10	2433908	2433989	81	C	183CL0250	LTR/Copia	(0)	95	15	160114	1	No_ref_available

###260	17.1	14.1	1.2	Chr10	2436539	2436609	80	+	183CL0250	LTR/Copia	15	94	(1)	160115	1	No_ref_available

###468	13.9	0.0	1.3	Chr10	2436805	2436884	79	C	183CL0250	LTR/Copia	(2)	93	15	160116	1	No_ref_available

###456	14.8	0.0	2.5	Chr10	2437607	2437689	81	+	183CL0250	LTR/Copia	15	95	(0)	160117	1	No_ref_available

###437	17.3	0.0	1.2	Chr10	2437904	2437985	81	C	183CL0250	LTR/Copia	(0)	95	15	160118	1	No_ref_available

###455	20.5	0.0	0.0	Chr10	2471166	2471248	83	+	183CL0250	LTR/Copia	13	95	(0)	160128	1	No_ref_available

###857	0.0	0.0	0.0	Chr10	2471442	2471536	95	C	183CL0250	LTR/Copia	(0)	95	1	160129	1	No_ref_available

###458	13.9	0.0	0.0	Chr10	2485255	2485326	72	+	183CL0250	LTR/Copia	15	86	(9)	160130	1	No_ref_available

###292	24.1	2.5	1.2	Chr10	2485464	2485543	81	C	183CL0250	LTR/Copia	(0)	95	15	160131	1	No_ref_available

###262	23.0	2.7	1.3	Chr10	3454739	3454813	76	+	1869CL0128	LTR/Copia	17	92	(3)	160344	1	No_ref_available

###282	28.3	0.0	3.3	Chr10	61692274	61692368	92	+	208CL0250	LTR/Copia	4	95	(0)	179929	1	No_ref_available

###328	26.3	0.0	2.1	Chr10	61692484	61692580	95	C	208CL0250	LTR/Copia	(0)	95	1	179930	1	No_ref_available

###490	17.6	0.0	1.2	Chr10	61704923	61705008	85	C	208CL0250	LTR/Copia	(10)	85	1	179931	1	No_ref_available

###307	21.3	0.0	0.0	Chr10	61712157	61712231	75	C	208CL0250	LTR/Copia	(20)	75	1	179933	1	No_ref_available

###482	19.2	0.0	2.1	Chr10	61736923	61737018	94	C	208CL0250	LTR/Copia	(1)	94	1	179935	1	No_ref_available

###492	20.0	0.0	1.1	Chr10	61753828	61753923	95	+	208CL0250	LTR/Copia	1	95	(0)	179936	1	No_ref_available

###490	17.9	0.0	2.1	Chr10	61754042	61754138	95	C	208CL0250	LTR/Copia	(0)	95	1	179937	1	No_ref_available

###506	17.9	0.0	1.1	Chr10	61759190	61759285	95	+	208CL0250	LTR/Copia	1	95	(0)	179938	1	No_ref_available

###497	20.4	0.0	1.1	Chr10	61759415	61759508	93	C	208CL0250	LTR/Copia	(2)	93	1	179939	1	No_ref_available

###505	17.9	0.0	2.1	Chr10	61760686	61760782	95	+	208CL0250	LTR/Copia	1	95	(0)	179940	1	No_ref_available

###575	15.8	0.0	0.0	Chr10	61760894	61760988	95	C	208CL0250	LTR/Copia	(0)	95	1	179941	1	No_ref_available

###316	21.5	0.0	1.3	Chr10	61774315	61774394	79	C	208CL0250	LTR/Copia	(14)	81	3	179943	1	No_ref_available

###842	0.0	0.0	0.0	Chr10	61780260	61780354	95	+	208CL0250	LTR/Copia	1	95	(0)	179947	1	No_ref_available

###237	17.3	0.0	3.9	Chr10	61780493	61780546	52	C	208CL0250	LTR/Copia	(41)	54	3	179948	1	No_ref_available

###537	16.9	0.0	2.1	Chr10	61787568	61787664	95	+	208CL0250	LTR/Copia	1	95	(0)	179951	1	No_ref_available

###445	11.3	0.0	1.4	Chr10	61789711	61789782	71	C	208CL0250	LTR/Copia	(0)	95	25	179952	1	No_ref_available

###352	22.1	0.0	3.9	Chr10	61791569	61791648	77	+	208CL0250	LTR/Copia	16	92	(3)	179953	1	No_ref_available

###287	26.1	1.1	2.1	Chr10	61791762	61791855	93	C	208CL0250	LTR/Copia	(0)	95	3	179954	1	No_ref_available

###358	20.5	0.0	12.8	Chr10	61803340	61803445	94	+	208CL0250	LTR/Copia	1	94	(1)	179955	1	No_ref_available

###446	19.4	2.1	1.1	Chr10	61803573	61803666	95	C	208CL0250	LTR/Copia	(0)	95	1	179956	1	No_ref_available

###447	21.1	0.0	1.1	Chr10	61845488	61845583	95	+	208CL0250	LTR/Copia	1	95	(0)	179962	1	No_ref_available

###382	21.1	0.0	2.2	Chr10	61845711	61845802	90	C	208CL0250	LTR/Copia	(0)	95	6	179963	1	No_ref_available

###444	22.1	0.0	1.1	Chr10	61874983	61875078	95	+	208CL0250	LTR/Copia	1	95	(0)	179968	1	No_ref_available

###501	15.1	2.1	2.1	Chr10	61875213	61875307	95	C	208CL0250	LTR/Copia	(0)	95	1	179969	1	No_ref_available

###234	24.6	3.5	0.0	Chr10	61894128	61894184	59	+	208CL0250	LTR/Copia	1	59	(36)	179975	1	No_ref_available

###258	18.7	22.7	0.0	Chr10	61894208	61894282	92	C	208CL0250	LTR/Copia	(0)	95	4	179976	1	No_ref_available

###390	23.7	0.0	1.1	Chr10	61912596	61912689	93	+	208CL0250	LTR/Copia	3	95	(0)	179983	1	No_ref_available

###238	18.2	0.0	0.0	Chr10	61915763	61915806	44	+	208CL0250	LTR/Copia	38	81	(14)	179984	1	No_ref_available

###351	25.6	0.0	3.2	Chr10	61921112	61921208	94	+	208CL0250	LTR/Copia	1	94	(1)	179986	1	No_ref_available

###256	27.9	0.0	3.5	Chr10	61933034	61933122	86	+	208CL0250	LTR/Copia	10	95	(0)	179987	1	No_ref_available

###384	23.2	0.0	1.1	Chr10	61933243	61933338	95	C	208CL0250	LTR/Copia	(0)	95	1	179988	1	No_ref_available

###263	18.2	1.5	3.0	Chr10	61935607	61935674	67	+	208CL0250	LTR/Copia	4	70	(25)	179989	1	No_ref_available

###306	22.5	0.0	2.5	Chr10	61935798	61935879	80	C	208CL0250	LTR/Copia	(1)	94	15	179990	1	No_ref_available

###399	18.7	0.0	2.2	Chr10	61946084	61946176	91	+	208CL0250	LTR/Copia	4	94	(1)	179993	1	No_ref_available

###371	22.0	1.1	1.1	Chr10	61946305	61946396	92	C	208CL0250	LTR/Copia	(0)	95	4	179994	1	No_ref_available

###451	20.6	0.0	0.0	Chr10	61949554	61949645	92	C	208CL0250	LTR/Copia	(0)	95	4	179995	1	No_ref_available

###344	22.1	0.0	0.0	Chr10	61962823	61962899	77	+	208CL0250	LTR/Copia	5	81	(14)	179997	1	No_ref_available

###263	24.7	2.7	2.7	Chr10	61966485	61966559	75	+	208CL0250	LTR/Copia	1	75	(20)	179998	1	No_ref_available

###401	21.1	0.0	2.2	Chr10	61966619	61966710	90	C	208CL0250	LTR/Copia	(5)	90	1	179999	1	No_ref_available

###450	10.0	0.0	1.4	Chr10	61981642	61981712	70	+	208CL0250	LTR/Copia	25	94	(1)	180001	1	No_ref_available

###394	24.1	0.0	1.1	Chr10	61981811	61981898	87	C	208CL0250	LTR/Copia	(8)	87	1	180002	1	No_ref_available

###477	19.1	1.1	0.0	Chr10	61989102	61989195	95	C	208CL0250	LTR/Copia	(0)	95	1	180004	1	No_ref_available

###275	22.5	6.7	1.1	Chr10	62002954	62003043	95	+	208CL0250	LTR/Copia	1	95	(0)	180006	1	No_ref_available

###422	21.5	0.0	2.1	Chr10	62003173	62003267	93	C	208CL0250	LTR/Copia	(2)	93	1	180007	1	No_ref_available

###600	12.8	0.0	1.1	Chr10	62013105	62013199	94	+	208CL0250	LTR/Copia	1	94	(1)	180008	1	No_ref_available

###509	16.9	0.0	2.1	Chr10	62013321	62013417	95	C	208CL0250	LTR/Copia	(0)	95	1	180009	1	No_ref_available

###389	23.3	0.0	1.1	Chr10	62028531	62028621	90	+	208CL0250	LTR/Copia	5	94	(1)	180010	1	No_ref_available

###325	20.8	0.0	2.6	Chr10	62068821	62068899	77	+	208CL0250	LTR/Copia	19	95	(0)	180018	1	No_ref_available

###406	22.4	0.0	0.0	Chr10	62069034	62069118	85	C	208CL0250	LTR/Copia	(10)	85	1	180019	1	No_ref_available

###416	21.3	1.1	1.1	Chr10	62078110	62078204	95	+	208CL0250	LTR/Copia	1	95	(0)	180021	1	No_ref_available

###371	24.1	0.0	1.1	Chr10	62090438	62090525	87	+	208CL0250	LTR/Copia	9	95	(0)	180028	1	No_ref_available

###529	18.9	0.0	0.0	Chr10	62090651	62090745	95	C	208CL0250	LTR/Copia	(0)	95	1	180029	1	No_ref_available

###314	18.9	5.5	1.1	Chr10	62090854	62090944	95	+	208CL0250	LTR/Copia	1	95	(0)	180030	1	No_ref_available

###505	14.9	1.1	1.1	Chr10	62098596	62098690	95	+	208CL0250	LTR/Copia	1	95	(0)	180032	1	No_ref_available

###523	15.8	0.0	2.1	Chr10	62098818	62098914	95	C	208CL0250	LTR/Copia	(0)	95	1	180033	1	No_ref_available

###458	14.8	0.0	1.2	Chr10	62101444	62101525	81	+	208CL0250	LTR/Copia	15	95	(0)	180034	1	No_ref_available

###462	24.2	0.0	0.0	Chr10	62129668	62129762	95	+	208CL0250	LTR/Copia	1	95	(0)	180039	1	No_ref_available

###439	20.2	1.0	2.1	Chr10	62129878	62129973	95	C	208CL0250	LTR/Copia	(0)	95	1	180040	1	No_ref_available

###256	20.0	1.8	1.8	Chr10	62150611	62150666	56	+	208CL0250	LTR/Copia	4	59	(36)	180042	1	No_ref_available

###532	14.1	0.0	1.2	Chr10	62150666	62150751	85	C	208CL0250	LTR/Copia	(10)	85	1	180043	1	No_ref_available

###855	0.6	0.0	0.0	Chr10	61534412	61534512	95	C	2379CL0083	LTR/Copia	(0)	95	1	179917	1	No_ref_available

###857	0.0	0.0	0.0	Chr10	3416503	3416597	95	+	450CL0089	LTR/Copia	1	95	(0)	160331	1	No_ref_available

###2651	22.4	0.2	0.9	Chr10	15589814	15590366	549	+	ATCOPIA28_I-int	LTR/Copia	3829	4377	(329)	164092	1	No_ref_available

###226	11.3	0.0	0.0	Chr10	17482010	17482062	53	C	ATCOPIA28_I-int	LTR/Copia	(3969)	737	685	164732	1	No_ref_available

###1411/4113	22.765	3.850	1.893	Chr10	38093122	38094539	1664	C	ATCOPIA28_I-int	LTR/Copia	(159)	5332	2937	172758/172758	2	No_ref_available
1411	23.7	9.4	4.2	Chr10	38093122	38093657	776	C	ATCOPIA28_I-int	LTR/Copia	(159)	5332	4557	172758	1
4113	22.2	0.5	0.5	Chr10	38093652	38094539	888	C	ATCOPIA28_I-int	LTR/Copia	(882)	3824	2937	172758	1

###559/6562	23.132	0.993	0.685	Chr10	39900429	39901999	1554	C	ATCOPIA28_I-int	LTR/Copia	(0)	5186	3163	173370/173370	2	No_ref_available
559	15.7	0.9	1.8	Chr10	39900429	39900538	109	C	ATCOPIA28_I-int	LTR/Copia	(0)	5186	5078	173370	1
6562	23.7	1.0	0.6	Chr10	39900560	39901999	1445	C	ATCOPIA28_I-int	LTR/Copia	(99)	4607	3163	173370	1

###236	28.3	4.8	4.8	Chr10	3218315	3218418	104	+	COP2_I_MT-int	LTR/Copia	2934	3037	(3265)	160296	1	No_ref_available

###506/712	35.305	1.887	1.043	Chr10	18133451	18137903	967	C	COP8_I_MT-int	LTR/Copia	(553)	3915	2382	164965/164965	2	No_ref_available
506	35.1	2.4	1.3	Chr10	18133451	18133917	472	C	COP8_I_MT-int	LTR/Copia	(553)	3915	3444	164965	1
712	35.5	1.4	0.8	Chr10	18137412	18137903	495	C	COP8_I_MT-int	LTR/Copia	(1592)	2876	2382	164965	1

###307	34.3	1.4	1.9	Chr10	18387153	18387363	210	+	COP8_I_MT-int	LTR/Copia	2563	2772	(1696)	165044	1	No_ref_available

###358	29.6	2.3	2.3	Chr10	40585299	40585493	202	C	COP8_I_MT-int	LTR/Copia	(1612)	2856	2655	173602	1	No_ref_available

###369	33.8	2.3	2.6	Chr10	37494225	37494552	536	C	Copia-100_Mad-I	LTR/Copia	(584)	5520	4985	172509	1	No_ref_available

###336	32.5	3.5	2.5	Chr10	55754887	55755088	204	C	Copia-100_Mad-I	LTR/Copia	(1200)	4904	4701	178756	1	No_ref_available

###315/309	35.695	4.793	3.764	Chr10	12640939	12642340	928	+	Copia-101_Mad-I	LTR/Copia	3507	5361	(2195)	162991/162991	2	No_ref_available
315	34.6	4.3	3.6	Chr10	12640939	12641354	419	+	Copia-101_Mad-I	LTR/Copia	3507	3925	(1510)	162991	1
309	36.6	5.2	3.9	Chr10	12641838	12642340	509	+	Copia-101_Mad-I	LTR/Copia	4853	5361	(2195)	162991	1

###466/271	32.280	3.164	3.164	Chr10	12647568	12648571	849	+	Copia-104_GM-I	LTR/Copia	3388	4810	(920)	162993/162993	2	No_ref_available
466	33.5	3.4	3.4	Chr10	12647568	12648158	805	+	Copia-104_GM-I	LTR/Copia	3388	4192	(1388)	162993	1
271	15.9	0.0	0.0	Chr10	12648528	12648571	44	+	Copia-104_GM-I	LTR/Copia	4767	4810	(920)	162993	1

###472	20.5	2.8	5.3	Chr10	21705114	21705276	178	+	Copia-11_CP-I	LTR/Copia	3953	4130	(0)	166192	1	No_ref_available

###1611/39490/1541	0.023	0.043	0.000	Chr10	1712903	1717580	4680	C	Copia-11_GR-LTR	LTR/Copia	NA	NA	NA	159969/159969/159969	3	1.000
1611	0.0	0.0	0.0	Chr10	1712903	1713085	183	C	Copia-11_GR-LTR	LTR/Copia	(0)	183	1	159969	1
39490	0.0	0.0	0.0	Chr10	1713086	1717399	4314	C	Copia-11_GR-I	LTR/Copia	(0)	4314	1	159969	1
1541	0.6	1.1	0.0	Chr10	1717400	1717580	183	C	Copia-11_GR-LTR	LTR/Copia	(0)	183	1	159969	1

###3503/369	30.452	1.801	1.706	Chr10	53264253	53266263	1597	C	Copia-11_GR-I	LTR/Copia	(27)	4287	2330	177990/177990	2	0.341
3503	30.8	1.9	1.8	Chr10	53264253	53265765	1514	C	Copia-11_GR-I	LTR/Copia	(27)	4287	2774	177990	1
369	24.1	0.0	0.0	Chr10	53266181	53266263	83	C	Copia-11_GR-I	LTR/Copia	(1902)	2412	2330	177990	1

###34675	3.5	0.2	0.0	Chr10	14049193	14053291	4105	C	Copia-12_GR-I	LTR/Copia	(0)	4105	1	163486	1	0.916

###18399	3.5	0.1	0.1	Chr10	17240703	17242873	2171	C	Copia-12_GR-I	LTR/Copia	(0)	4105	1935	164641	1	0.484

###239/12502	5.435	0.385	0.096	Chr10	55843569	55845676	1583	C	Copia-12_GR-I	LTR/Copia	(2141)	2121	1	178779/178779	2	0.353
239	26.2	0.0	0.0	Chr10	55843569	55843629	61	C	Copia-12_GR-I	LTR/Copia	(2141)	2121	2061	178779	1
12502	4.6	0.4	0.1	Chr10	55844160	55845676	1522	C	Copia-12_GR-I	LTR/Copia	(2583)	1522	1	178779	1

###1737/2924/1182/1683/757	30.970	2.222	1.643	Chr10	10596808	10604503	3415	+	Copia-12_JC-I	LTR/Copia	157	4061	(0)	162331/162331/162331/162331/162331	5	No_ref_available
1737	29.2	1.6	1.1	Chr10	10596808	10597372	568	+	Copia-12_JC-I	LTR/Copia	157	724	(3295)	162331	1
2924	31.4	2.2	2.3	Chr10	10597772	10599036	1264	+	Copia-12_JC-I	LTR/Copia	970	2233	(1828)	162331	1
1182	34.4	1.0	1.2	Chr10	10599196	10599841	614	+	Copia-12_JC-I	LTR/Copia	2437	3050	(1011)	162331	1
1683	28.9	4.5	1.1	Chr10	10601166	10601830	717	+	Copia-12_JC-I	LTR/Copia	3053	3769	(292)	162331	1
757	29.2	1.3	1.6	Chr10	10604214	10604503	252	+	Copia-12_JC-I	LTR/Copia	3810	4061	(0)	162331	1

###3664/2526	27.716	2.124	0.524	Chr10	10612615	10614880	1898	+	Copia-12_JC-I	LTR/Copia	1895	4059	(2)	162339/162340	2	No_ref_available
3664	28.7	2.2	0.6	Chr10	10612615	10613775	1180	+	Copia-12_JC-I	LTR/Copia	1895	3074	(987)	162339	1
2526	26.1	2.0	0.4	Chr10	10614174	10614880	718	+	Copia-12_JC-I	LTR/Copia	3342	4059	(2)	162340	1

