Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref
###845/12452	23.339	1.272	1.764	D10_01	14915773	14919220	2924	+	Copia-12_TC-I	LTR/Copia	1430	4353	(833)	4001/4006	2	No_ref_available
845	26.3	5.4	3.2	D10_01	14915773	14916106	341	+	Copia-12_TC-I	LTR/Copia	1430	1770	(2936)	4001	1
12452	23.0	0.8	1.6	D10_01	14916303	14919220	2895	+	Copia-12_TC-I	LTR/Copia	1459	4353	(833)	4006	1

###246	24.5	0.0	0.0	D10_01	21550740	21550788	49	C	Copia-12_TC-I	LTR/Copia	(4622)	564	516	6351	1	No_ref_available

###338	22.1	0.0	0.0	D10_01	24650951	24651021	64	+	Copia-12_TC-I	LTR/Copia	1596	1659	(3527)	7461	1	No_ref_available

###9247	24.3	3.5	2.6	D10_01	45693315	45696633	3415	+	Copia-12_TC-I	LTR/Copia	819	4233	(1488)	15450	1	No_ref_available

###283	30.0	1.1	0.0	D10_01	49248639	49248728	91	+	Copia-12_TC-I	LTR/Copia	628	718	(4468)	16608	1	No_ref_available

###328	26.3	0.0	0.0	D10_01	50050241	50050316	76	+	Copia-12_TC-I	LTR/Copia	1594	1669	(3517)	16831	1	No_ref_available

###36844	4.1	0.8	0.1	D10_01	5870535	5874959	4455	+	Copia-13_GR-I	LTR/Copia	1	4455	(0)	1078	1	0.921

###4488	5.6	8.3	0.0	D10_01	23439751	23440399	703	+	Copia-13_GR-I	LTR/Copia	1	703	(3752)	7038	1	0.145

###283	29.5	3.9	3.9	D10_01	44363582	44363708	127	+	Copia-13_MN-I	LTR/Copia	3352	3478	(563)	15055	1	No_ref_available

###554	31.1	3.5	1.7	D10_01	33017043	33017404	334	C	Copia-13_SB-I	LTR/Copia	(2493)	4280	3947	11033	1	No_ref_available

###240	23.1	11.8	5.9	D10_01	5623721	5623881	170	+	Copia-13_TC-I	LTR/Copia	337	506	(7989)	988	1	No_ref_available

###255	26.7	0.9	6.4	D10_01	5662670	5662785	110	C	Copia-13_TC-I	LTR/Copia	(7998)	497	388	998	1	No_ref_available

###298	17.0	5.2	8.0	D10_01	8742300	8742414	112	C	Copia-13_TC-I	LTR/Copia	(8004)	491	380	1851	1	No_ref_available

###338	17.0	7.6	2.3	D10_01	9938554	9938676	110	+	Copia-13_TC-I	LTR/Copia	598	707	(7788)	2225	1	No_ref_available

###248	24.4	1.4	2.4	D10_01	16885102	16885207	53	+	Copia-13_TC-I	LTR/Copia	2491	2543	(5952)	4704	1	No_ref_available

###307	24.3	5.4	4.4	D10_01	48731290	48731401	113	C	Copia-13_TC-I	LTR/Copia	(5892)	2603	2491	16479	1	No_ref_available

###4851/36646/5005	3.844	0.253	0.278	D10_01	7457441	7463171	5729	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	1456/1456/1456	3	1.000
4851	4.6	0.8	0.2	D10_01	7457441	7458067	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	1456	1
36646	3.8	0.1	0.3	D10_01	7458068	7462544	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	1456	1
5005	3.4	0.8	0.2	D10_01	7462545	7463171	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	1456	1

###2686/27329/3849	5.901	1.499	0.681	D10_01	7586716	7591184	4524	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	1476/1477/1477	3	0.790
2686	8.6	1.3	0.3	D10_01	7586716	7587089	378	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	254	1476	1
27329	5.1	0.9	0.4	D10_01	7587073	7590568	3515	C	Copia-14_GR-I	LTR/Copia	(952)	3515	1	1477	1
3849	8.8	5.0	2.5	D10_01	7590569	7591184	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	1477	1

###3373/17542/3749	6.331	1.499	1.469	D10_01	7862341	7865728	3393	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	1570/1571/1571	3	0.592
3373	8.3	0.2	3.0	D10_01	7862341	7862851	497	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	135	1570	1
17542	5.5	0.2	0.8	D10_01	7862848	7865125	2265	C	Copia-14_GR-I	LTR/Copia	(2202)	2265	1	1571	1
3749	7.8	7.5	2.7	D10_01	7865126	7865728	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	1571	1

###4204/4361/6482/17026/393	9.577	0.902	0.556	D10_01	18800069	18807011	5153	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	5384/5384/5388/5388/5388	5	0.899
4204	10.2	0.8	0.3	D10_01	18800069	18800696	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	5384	1
4361	8.3	2.0	0.3	D10_01	18800697	18801297	611	+	Copia-14_GR-I	LTR/Copia	1	611	(3856)	5384	1
6482	12.0	1.2	1.1	D10_01	18802777	18804378	1630	+	Copia-14_GR-I	LTR/Copia	606	2235	(2232)	5388	1
17026	7.1	0.1	0.1	D10_01	18804722	18806951	2229	+	Copia-14_GR-I	LTR/Copia	2239	4467	(0)	5388	1
393	8.6	0.0	0.0	D10_01	18806954	18807011	58	+	Copia-14_GR-LTR	LTR/Copia	3	60	(571)	5388	1

###2878/37259/4815	3.351	1.279	0.300	D10_01	20461597	20467268	5729	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	5945/5945/5945	3	1.000
2878	4.3	12.2	0.3	D10_01	20461597	20462160	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	5945	1
37259	3.0	0.0	0.3	D10_01	20462161	20466639	4467	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1	5945	1
4815	5.0	0.6	0.3	D10_01	20466640	20467268	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	5945	1

###4856/37155/4882	3.485	0.153	0.289	D10_01	21300144	21305879	5729	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	6279/6279/6279	3	1.000
4856	4.5	0.6	0.3	D10_01	21300144	21300772	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	6279	1
37155	3.2	0.0	0.3	D10_01	21300773	21305252	4467	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1	6279	1
4882	4.5	0.8	0.2	D10_01	21305253	21305879	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	6279	1

###3643/406/24242/3635	6.764	3.407	0.462	D10_01	33000178	33004661	4618	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	11029/11029/11029/11029	4	0.806
3643	10.9	6.0	0.5	D10_01	33000178	33000775	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	11029	1
406	2.0	0.0	0.0	D10_01	33000776	33000826	51	C	Copia-14_GR-I	LTR/Copia	(0)	4467	4417	11029	1
24242	5.4	2.5	0.4	D10_01	33000823	33004061	3305	C	Copia-14_GR-I	LTR/Copia	(1162)	3305	1	11029	1
3635	10.4	6.0	0.8	D10_01	33004062	33004661	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	11029	1

###4886/37322/4873	3.284	0.287	0.278	D10_01	41487991	41493719	5729	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	14146/14146/14146	3	1.000
4886	4.5	0.6	0.2	D10_01	41487991	41488618	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	14146	1
37322	2.9	0.2	0.3	D10_01	41488619	41493091	4467	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1	14146	1
4873	4.8	0.6	0.2	D10_01	41493092	41493719	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	14146	1

###3674/37271/4925	3.203	1.456	0.299	D10_01	50146102	50151763	5729	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	16858/16858/16858	3	1.000
3674	3.6	14.2	0.4	D10_01	50146102	50146655	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	16858	1
37271	3.0	0.0	0.3	D10_01	50146656	50151135	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	16858	1
4925	4.3	0.6	0.2	D10_01	50151136	50151763	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	16858	1

###1019/514/408	23.560	3.718	7.301	D10_01	50867210	50867928	659	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	17016/17017/17016	3	0.115
1019	26.1	5.4	5.8	D10_01	50867210	50867673	462	+	Copia-14_GR-LTR	LTR/Copia	92	553	(78)	17016	1
514	16.1	0.0	8.0	D10_01	50867720	50867827	100	+	Copia-14_GR-I	LTR/Copia	1	100	(4367)	17017	1
408	19.9	0.0	13.4	D10_01	50867819	50867928	97	+	Copia-14_GR-LTR	LTR/Copia	526	622	(9)	17016	1

###5024/37928/5024	2.432	0.110	0.300	D10_01	51534262	51540001	5729	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	17166/17166/17166	3	1.000
5024	2.9	0.5	0.3	D10_01	51534262	51534891	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	17166	1
37928	2.3	0.0	0.3	D10_01	51534892	51539371	4467	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1	17166	1
5024	2.9	0.5	0.3	D10_01	51539372	51540001	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	17166	1

###3982/32902/4112	8.570	0.288	0.713	D10_01	51839698	51845451	5729	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	17226/17226/17226	3	1.000
3982	10.9	0.2	2.2	D10_01	51839698	51840341	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	17226	1
32902	8.0	0.3	0.3	D10_01	51840342	51844809	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	17226	1
4112	10.2	0.3	2.1	D10_01	51844810	51845451	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	17226	1

###4015/19448/3908	6.032	2.013	0.838	D10_01	51895850	51901511	5729	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	17242/17242/17242	3	1.000
