Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref
###461	20.5	0.0	0.0	D10_12	54254071	54254153	83	C	103CL0250	LTR/Copia	(1)	94	12	207348	1	No_ref_available

###457	20.7	0.0	0.0	D10_12	54255567	54255648	82	+	103CL0250	LTR/Copia	14	95	(0)	207349	1	No_ref_available

###293	24.6	3.1	0.0	D10_12	54268996	54269060	67	+	103CL0250	LTR/Copia	14	80	(15)	207350	1	No_ref_available

###250	30.3	1.1	0.0	D10_12	54275507	54275595	90	C	103CL0250	LTR/Copia	(0)	95	6	207351	1	No_ref_available

###465	18.5	1.2	0.0	D10_12	54282828	54282908	82	C	103CL0250	LTR/Copia	(0)	95	14	207352	1	No_ref_available

###227	28.9	0.0	0.0	D10_12	54312757	54312808	52	C	103CL0250	LTR/Copia	(31)	64	13	207353	1	No_ref_available

###356	18.8	4.7	1.1	D10_12	54320522	54320607	89	C	103CL0250	LTR/Copia	(0)	95	7	207354	1	No_ref_available

###411	17.2	2.1	2.1	D10_12	54327942	54328036	95	C	103CL0250	LTR/Copia	(0)	95	1	207355	1	No_ref_available

###317	28.1	1.2	0.0	D10_12	54380383	54380464	83	+	103CL0250	LTR/Copia	12	94	(1)	207360	1	No_ref_available

###315	24.4	1.2	2.5	D10_12	54380661	54380740	79	C	103CL0250	LTR/Copia	(4)	91	13	207361	1	No_ref_available

###294	20.6	1.6	1.6	D10_12	54381550	54381613	64	C	103CL0250	LTR/Copia	(1)	94	31	207362	1	No_ref_available

###433	21.0	0.0	0.0	D10_12	54382523	54382603	81	+	103CL0250	LTR/Copia	14	94	(1)	207363	1	No_ref_available

###362	25.8	0.0	0.0	D10_12	54382815	54382903	89	C	103CL0250	LTR/Copia	(1)	94	6	207364	1	No_ref_available

###491	13.0	1.3	0.0	D10_12	54388611	54388687	78	+	103CL0250	LTR/Copia	14	91	(4)	207365	1	No_ref_available

###319	22.8	7.6	0.0	D10_12	54388904	54388982	85	C	103CL0250	LTR/Copia	(1)	94	10	207366	1	No_ref_available

###462	18.5	0.0	2.5	D10_12	54395724	54395806	81	+	103CL0250	LTR/Copia	14	94	(1)	207367	1	No_ref_available

###325	27.5	0.0	0.0	D10_12	54396003	54396082	80	C	103CL0250	LTR/Copia	(1)	94	15	207368	1	No_ref_available

###415	20.5	0.0	0.0	D10_12	54401499	54401576	78	+	103CL0250	LTR/Copia	17	94	(1)	207369	1	No_ref_available

###413	17.1	3.7	0.0	D10_12	54401789	54401870	85	C	103CL0250	LTR/Copia	(1)	94	10	207370	1	No_ref_available

###284	24.6	0.0	0.0	D10_12	54402040	54402100	61	C	103CL0250	LTR/Copia	(1)	94	34	207371	1	No_ref_available

###258	24.6	1.4	2.9	D10_12	54402328	54402398	70	+	103CL0250	LTR/Copia	13	82	(13)	207372	1	No_ref_available

###432	21.5	0.0	0.0	D10_12	54404017	54404095	79	C	103CL0250	LTR/Copia	(0)	95	17	207373	1	No_ref_available

###395	25.0	0.0	0.0	D10_12	54432612	54432699	88	+	103CL0250	LTR/Copia	7	94	(1)	207374	1	No_ref_available

###274	23.5	1.2	4.9	D10_12	54432885	54432969	82	C	103CL0250	LTR/Copia	(1)	94	13	207375	1	No_ref_available

###279	24.3	2.7	0.0	D10_12	54437642	54437715	76	+	103CL0250	LTR/Copia	16	91	(4)	207376	1	No_ref_available

###308	29.3	0.0	0.0	D10_12	54465528	54465609	82	C	103CL0250	LTR/Copia	(0)	95	14	207381	1	No_ref_available

###308	19.4	10.8	2.5	D10_12	54477797	54477870	80	+	103CL0250	LTR/Copia	8	87	(8)	207383	1	No_ref_available

###361	22.2	2.5	0.0	D10_12	54497590	54497670	83	+	103CL0250	LTR/Copia	12	94	(1)	207387	1	No_ref_available

###405	20.2	1.3	0.0	D10_12	54497785	54497863	80	C	103CL0250	LTR/Copia	(1)	94	15	207388	1	No_ref_available

###836	1.3	0.0	0.0	D10_12	53624421	53624541	95	C	216CL0225	LTR/Copia	(0)	95	1	207214	1	No_ref_available

###261	28.6	1.1	1.1	D10_12	53071035	53071126	92	+	224CL0250	LTR/Copia	1	92	(3)	207095	1	No_ref_available

###235	16.4	0.0	3.6	D10_12	53080824	53080880	55	C	224CL0250	LTR/Copia	(4)	91	37	207103	1	No_ref_available

###369	22.2	1.1	1.1	D10_12	53111508	53111598	91	+	224CL0250	LTR/Copia	2	92	(3)	207111	1	No_ref_available

###349	19.8	1.1	2.2	D10_12	53112303	53112395	92	+	224CL0250	LTR/Copia	1	92	(3)	207112	1	No_ref_available

###286	25.9	1.1	1.1	D10_12	53204061	53204150	90	+	224CL0250	LTR/Copia	3	92	(3)	207135	1	No_ref_available

###404	23.9	0.0	1.1	D10_12	53221287	53221379	92	+	224CL0250	LTR/Copia	1	92	(3)	207137	1	No_ref_available

###244	17.5	1.5	3.1	D10_12	53242490	53242554	64	+	224CL0250	LTR/Copia	32	95	(0)	207138	1	No_ref_available

###320	22.0	1.1	1.1	D10_12	53266653	53266744	92	C	224CL0250	LTR/Copia	(3)	92	1	207143	1	No_ref_available

###460	18.5	0.0	1.1	D10_12	53304018	53304110	92	+	224CL0250	LTR/Copia	1	92	(3)	207151	1	No_ref_available

###369	22.5	0.0	1.1	D10_12	53342745	53342834	89	C	224CL0250	LTR/Copia	(3)	92	4	207159	1	No_ref_available

###445	15.9	0.0	2.3	D10_12	53392432	53392521	88	+	224CL0250	LTR/Copia	4	91	(4)	207163	1	No_ref_available

###798	3.2	0.0	0.0	D10_12	53478232	53478326	95	C	224CL0250	LTR/Copia	(0)	95	1	207184	1	No_ref_available

###328	24.2	1.1	1.1	D10_12	53482078	53482169	92	C	224CL0250	LTR/Copia	(3)	92	1	207185	1	No_ref_available

###245	11.3	3.6	3.6	D10_12	53484707	53484761	55	C	224CL0250	LTR/Copia	(26)	69	15	207186	1	No_ref_available

###288	22.1	0.0	2.3	D10_12	53516571	53516658	86	+	224CL0250	LTR/Copia	7	92	(3)	207188	1	No_ref_available

###244	10.2	1.7	0.0	D10_12	7370769	7370827	60	+	ATCOPIA28_I-int	LTR/Copia	696	755	(3951)	193096	1	No_ref_available

###247	21.6	12.8	3.2	D10_12	10948743	10948828	94	+	COP2_I_MT-int	LTR/Copia	2936	3029	(3273)	194272	1	No_ref_available

###255	12.3	0.0	9.8	D10_12	28814264	28814308	41	C	COP8_I_MT-int	LTR/Copia	(944)	3524	3484	201251	1	No_ref_available

###255	12.3	0.0	9.8	D10_12	28825552	28825596	41	C	COP8_I_MT-int	LTR/Copia	(944)	3524	3484	201259	1	No_ref_available

###255	12.3	0.0	9.8	D10_12	31314404	31314448	41	C	COP8_I_MT-int	LTR/Copia	(944)	3524	3484	202080	1	No_ref_available

###275	29.7	2.2	0.0	D10_12	47569850	47569940	93	C	COPI2_I-int	LTR/Copia	(233)	3914	3822	206195	1	No_ref_available

###1542	22.0	0.5	0.1	D10_12	33405505	33405887	435	C	Copia-101_GM-I	LTR/Copia	(3716)	435	1	202583	1	No_ref_available

###2321/31423	4.697	0.052	0.022	D10_12	40863351	40867464	4076	+	Copia-10_GR-I	LTR/Copia	1	4076	(2)	204538/204538	2	0.897
2321	5.9	0.7	0.3	D10_12	40863351	40863654	305	+	Copia-10_GR-I	LTR/Copia	1	305	(3773)	204538	1
31423	4.6	0.0	0.0	D10_12	40863694	40867464	3772	+	Copia-10_GR-I	LTR/Copia	305	4076	(2)	204538	1

###33033	5.2	0.1	1.1	D10_12	41907888	41912003	4077	C	Copia-10_GR-I	LTR/Copia	(1)	4077	1	204821	1	0.897

###4347	22.4	1.2	0.4	D10_12	9485238	9486263	1126	C	Copia-11_CP-I	LTR/Copia	(3)	4127	3002	193836	1	No_ref_available

###5013/19152	19.224	0.100	0.724	D10_12	5474617	5483213	4314	C	Copia-11_GR-I	LTR/Copia	(0)	4314	1	192495/192495	2	No_ref_available
5013	18.5	0.1	0.0	D10_12	5474617	5475471	856	C	Copia-11_GR-I	LTR/Copia	(0)	4314	3459	192495	1
19152	19.4	0.1	0.9	D10_12	5479709	5483213	3478	C	Copia-11_GR-I	LTR/Copia	(836)	3478	1	192495	1

###2753/3560	32.396	3.581	2.933	D10_12	52483981	52488178	3901	+	Copia-11_GR-I	LTR/Copia	173	4287	(27)	207017/207017	2	No_ref_available
2753	32.9	4.8	3.9	D10_12	52483981	52486233	2273	+	Copia-11_GR-I	LTR/Copia	173	2445	(2036)	207017	1
3560	31.7	1.9	1.6	D10_12	52486546	52488178	1628	+	Copia-11_GR-I	LTR/Copia	2660	4287	(27)	207017	1

###34358	3.7	0.2	0.1	D10_12	37825155	37829252	4105	+	Copia-12_GR-I	LTR/Copia	1	4105	(0)	203767	1	0.916

###1639/352/1413/3244	30.400	2.501	1.732	D10_12	4663000	4666429	2652	+	Copia-12_JC-I	LTR/Copia	97	4045	(16)	192244/192244/192244/192244	4	No_ref_available
1639	30.4	0.9	1.4	D10_12	4663000	4663566	564	+	Copia-12_JC-I	LTR/Copia	97	660	(3401)	192244	1
352	26.5	4.3	4.3	D10_12	4663971	4664108	138	+	Copia-12_JC-I	LTR/Copia	970	1107	(2954)	192244	1
1413	28.8	0.7	0.9	D10_12	4664224	4664650	426	+	Copia-12_JC-I	LTR/Copia	1808	2233	(1828)	192244	1
3244	31.5	3.8	1.8	D10_12	4664935	4666429	1524	+	Copia-12_JC-I	LTR/Copia	2522	4045	(16)	192244	1

###439	25.7	9.1	3.0	D10_12	313000	313263	415	+	Copia-12_TC-I	LTR/Copia	2545	2959	(2359)	191300	1	No_ref_available

###259/299	21.289	3.315	0.612	D10_12	9357716	9357876	155	C	Copia-12_TC-I	LTR/Copia	(3395)	1923	1596	193787/193787	2	No_ref_available
259	15.8	6.5	1.2	D10_12	9357716	9357792	81	C	Copia-12_TC-I	LTR/Copia	(3395)	1923	1843	193787	1
299	27.0	0.0	0.0	D10_12	9357803	9357876	74	C	Copia-12_TC-I	LTR/Copia	(3517)	1669	1596	193787	1

###280/239	20.888	2.285	0.762	D10_12	12465562	12465711	132	+	Copia-12_TC-I	LTR/Copia	1596	1910	(3408)	194893/194893	2	No_ref_available
280	25.0	0.0	0.0	D10_12	12465562	12465625	64	+	Copia-12_TC-I	LTR/Copia	1596	1659	(3527)	194893	1
239	16.9	4.5	1.5	D10_12	12465646	12465711	68	+	Copia-12_TC-I	LTR/Copia	1843	1910	(3408)	194893	1

###282/343	21.214	1.941	2.729	D10_12	14064670	14064832	143	C	Copia-12_TC-I	LTR/Copia	(3407)	1911	1596	195481/195481	2	No_ref_available
282	18.2	4.5	0.0	D10_12	14064670	14064735	69	C	Copia-12_TC-I	LTR/Copia	(3407)	1911	1843	195481	1
343	23.5	0.0	4.8	D10_12	14064746	14064832	74	C	Copia-12_TC-I	LTR/Copia	(3517)	1669	1596	195481	1

###1319	25.6	1.7	2.3	D10_12	14201117	14201584	634	+	Copia-12_TC-I	LTR/Copia	4365	4998	(188)	195530	1	No_ref_available

###15653/2800	22.849	1.827	1.931	D10_12	36042854	36047660	4788	C	Copia-12_TC-I	LTR/Copia	(0)	5140	229	203293/203293	2	No_ref_available
15653	22.3	1.7	2.1	D10_12	36042854	36046551	3690	C	Copia-12_TC-I	LTR/Copia	(0)	5140	1451	203293	1
2800	24.9	2.3	1.3	D10_12	36046672	36047660	1098	C	Copia-12_TC-I	LTR/Copia	(3992)	1326	229	203293	1

###442/447	25.162	6.564	1.350	D10_12	44309327	44309654	257	+	Copia-12_TC-I	LTR/Copia	1516	1772	(3414)	205450/205450	2	No_ref_available
442	25.0	9.0	0.7	D10_12	44309327	44309459	144	+	Copia-12_TC-I	LTR/Copia	1516	1659	(3527)	205450	1
447	25.3	4.5	1.9	D10_12	44309498	44309654	161	+	Copia-12_TC-I	LTR/Copia	1612	1772	(3414)	205450	1

###512	31.9	1.6	1.6	D10_12	3401196	3401460	443	C	Copia-13_CP-I	LTR/Copia	(308)	4331	3889	191876	1	No_ref_available

###421	29.1	5.5	4.7	D10_12	7230877	7231212	349	+	Copia-13_ECa-I	LTR/Copia	1828	2176	(1870)	193058	1	No_ref_available

###245	35.4	3.3	3.3	D10_12	13758266	13758566	301	C	Copia-13_PPe-I	LTR/Copia	(144)	3679	3379	195368	1	No_ref_available

###233	24.8	8.7	5.8	D10_12	6415881	6416030	154	+	Copia-13_TC-I	LTR/Copia	344	497	(7998)	192780	1	No_ref_available

###276	11.6	3.6	5.6	D10_12	13824353	13824407	54	+	Copia-13_TC-I	LTR/Copia	6043	6096	(2399)	195397	1	No_ref_available

###264	20.7	2.7	9.5	D10_12	17954340	17954451	105	C	Copia-13_TC-I	LTR/Copia	(8005)	490	386	196778	1	No_ref_available

###3286/32479/2681	9.734	1.812	0.819	D10_12	2127744	2133415	5729	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	191580/191580/191580	3	1.000
3286	13.6	4.8	0.6	D10_12	2127744	2128349	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	191580	1
32479	8.5	0.6	0.4	D10_12	2128350	2132805	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	191580	1
2681	14.9	7.7	4.1	D10_12	2132806	2133415	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	191580	1

###5119/37815/5031	2.276	0.244	0.356	D10_12	2570491	2576225	5729	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	191684/191684/191684	3	1.000
5119	2.9	0.2	0.2	D10_12	2570491	2571121	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	191684	1
37815	2.1	0.2	0.4	D10_12	2571122	2575597	4467	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1	191684	1
5031	2.9	0.6	0.2	D10_12	2575598	2576225	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	191684	1

###3332/21920/3324	6.599	3.484	0.679	D10_12	2876181	2881695	5729	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	191748/191748/191748	3	1.000
3332	8.8	11.1	1.9	D10_12	2876181	2876759	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	191748	1
21920	6.0	2.5	0.4	D10_12	2876760	2881133	4467	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1	191748	1
3324	9.0	3.3	1.6	D10_12	2881134	2881695	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	191748	1

###4898/36969/4709	3.728	0.175	0.289	D10_12	8502381	8508114	5729	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	193505/193505/193505	3	1.000
4898	4.2	0.8	0.2	D10_12	8502381	8503007	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	193505	1
36969	3.4	0.0	0.3	D10_12	8503008	8507486	4467	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1	193505	1
4709	5.6	0.8	0.3	D10_12	8507487	8508114	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	193505	1

###4840/28529/7958/4964	3.292	0.861	0.298	D10_12	29044388	29052655	5729	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	201329/201329/201333/201333	4	1.000
4840	4.5	0.8	0.2	D10_12	29044388	29045014	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	201329	1
28529	3.1	1.1	0.4	D10_12	29045015	29048522	3533	+	Copia-14_GR-I	LTR/Copia	1	3533	(934)	201329	1
7958	3.2	0.1	0.0	D10_12	29051090	29052027	939	+	Copia-14_GR-I	LTR/Copia	3529	4467	(0)	201333	1
4964	4.0	0.6	0.2	D10_12	29052028	29052655	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	201333	1

###3997/35253/3373	6.114	1.077	0.692	D10_12	31657527	31663150	5634	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	202210/202210/202210	3	0.983
3997	7.7	4.6	2.1	D10_12	31657527	31658134	623	+	Copia-14_GR-LTR	LTR/Copia	1	623	(8)	202210	1
35253	5.7	0.1	0.3	D10_12	31658143	31662621	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	202210	1
3373	7.8	5.3	2.4	D10_12	31662622	31663150	544	+	Copia-14_GR-LTR	LTR/Copia	1	544	(87)	202210	1

###632/9871/22404/3870	9.003	1.166	0.723	D10_12	41654096	41659353	5223	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	204754/204754/204754/204754	4	0.912
632	15.2	5.9	0.8	D10_12	41654096	41654214	125	+	Copia-14_GR-LTR	LTR/Copia	505	629	(2)	204754	1
9871	9.8	0.3	0.3	D10_12	41654217	41655626	1410	+	Copia-14_GR-I	LTR/Copia	1	1410	(3057)	204754	1
22404	7.9	1.6	0.5	D10_12	41655606	41658706	3135	+	Copia-14_GR-I	LTR/Copia	1333	4467	(0)	204754	1
3870	11.4	0.1	2.7	D10_12	41658707	41659353	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	204754	1

###16502	10.9	1.6	0.6	D10_12	622357	624844	2512	+	Copia-14_GR-I	LTR/Copia	36	2547	(1920)	191331	1	0.438

###2388/303	21.210	4.271	2.832	D10_12	2053008	2053643	645	+	Copia-14_GR-I	LTR/Copia	NA	NA	NA	191575/191575	2	0.113
2388	20.4	4.7	2.8	D10_12	2053008	2053542	545	+	Copia-14_GR-I	LTR/Copia	3923	4467	(0)	191575	1
303	25.5	2.0	3.0	D10_12	2053543	2053643	100	+	Copia-14_GR-LTR	LTR/Copia	1	100	(531)	191575	1

###2266	16.2	5.7	5.6	D10_12	2686100	2686674	576	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	56	191703	1	0.913

###597	27.2	1.9	1.5	D10_12	2775631	2775835	206	+	Copia-14_GR-LTR	LTR/Copia	296	501	(130)	191724	1	0.326

###3655	13.6	0.0	2.2	D10_12	3530924	3531562	625	+	Copia-14_GR-LTR	LTR/Copia	1	625	(6)	191907	1	0.990

###1465	21.7	7.6	4.9	D10_12	3574434	3574975	556	+	Copia-14_GR-LTR	LTR/Copia	1	556	(75)	191917	1	0.881

###2091	13.6	0.0	3.8	D10_12	3576909	3577268	347	+	Copia-14_GR-I	LTR/Copia	3889	4235	(232)	191918	1	0.061

###464	18.1	1.9	2.8	D10_12	3823283	3823390	107	C	Copia-14_GR-LTR	LTR/Copia	(75)	556	450	191992	1	0.170

###442	22.4	3.7	1.8	D10_12	3828732	3828840	111	C	Copia-14_GR-LTR	LTR/Copia	(178)	453	343	191992	1	0.176

###3928	11.6	0.3	2.1	D10_12	4167606	4168247	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	192099	1	1.000

###2709	7.2	0.8	9.8	D10_12	4782235	4782743	467	+	Copia-14_GR-LTR	LTR/Copia	1	467	(164)	192282	1	0.740

###4302	9.2	0.5	0.3	D10_12	4806990	4807619	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	192294	1	1.000

###4236	9.0	1.4	0.3	D10_12	4837668	4838291	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	192313	1	1.000

###1355/3124	20.261	3.237	5.044	D10_12	4867188	4868341	1134	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	192328/192328	2	0.198
1355	24.0	5.9	7.4	D10_12	4867188	4867750	555	C	Copia-14_GR-LTR	LTR/Copia	(76)	555	1	192328	1
3124	16.7	0.7	2.8	D10_12	4867751	4868341	579	C	Copia-14_GR-I	LTR/Copia	(0)	4467	3889	192328	1

###3526	12.2	0.3	3.7	D10_12	6170507	6171099	574	+	Copia-14_GR-I	LTR/Copia	3889	4462	(5)	192713	1	0.100

###3163/982	7.105	5.128	2.543	D10_12	7736887	7737546	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	193214/193214	2	1.000
3163	7.0	0.2	0.9	D10_12	7736887	7737316	427	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	205	193214	1
982	7.3	14.3	5.6	D10_12	7737316	7737546	250	C	Copia-14_GR-LTR	LTR/Copia	(381)	250	1	193214	1

###2375/784/7192	6.725	2.722	0.261	D10_12	7922571	7924000	1444	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	193261/193261/193261	3	0.252
2375	9.3	0.3	0.3	D10_12	7922571	7922903	333	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	299	193261	1
784	12.5	17.5	0.9	D10_12	7922924	7923117	226	C	Copia-14_GR-LTR	LTR/Copia	(405)	226	1	193261	1
7192	4.4	0.3	0.1	D10_12	7923118	7924000	885	C	Copia-14_GR-I	LTR/Copia	(0)	4467	3583	193261	1

###3735	9.6	4.7	2.7	D10_12	7924028	7924646	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	193262	1	1.000

###20423/8768	10.486	2.716	0.486	D10_12	9449887	9456426	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	193827/193829	2	0.780
20423	10.6	3.6	0.6	D10_12	9449887	9453013	3222	+	Copia-14_GR-I	LTR/Copia	1	3222	(1245)	193827	1
8768	10.2	0.5	0.2	D10_12	9455179	9456426	1251	+	Copia-14_GR-I	LTR/Copia	3217	4467	(0)	193829	1

###1202	18.5	2.0	0.4	D10_12	9549447	9549695	253	C	Copia-14_GR-I	LTR/Copia	(0)	4467	4215	193852	1	0.044

###4814	4.6	0.6	0.6	D10_12	29952011	29952641	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	201691	1	1.000

###4055	11.1	0.3	0.3	D10_12	30563231	30563861	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	201921	1	1.000

###996	26.7	4.1	7.7	D10_12	31517046	31517553	491	C	Copia-14_GR-LTR	LTR/Copia	(97)	534	44	202155	1	0.778

###680	25.5	0.0	1.9	D10_12	31517671	31517834	161	C	Copia-14_GR-LTR	LTR/Copia	(75)	556	396	202156	1	0.255

###390	27.4	6.3	8.5	D10_12	31519142	31519524	375	C	Copia-14_GR-LTR	LTR/Copia	(256)	375	1	202156	1	0.594

###685	8.2	0.0	0.0	D10_12	31664420	31664517	98	+	Copia-14_GR-LTR	LTR/Copia	534	631	(0)	202210	1	0.155

