Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref
###263	26.2	5.5	6.0	D5_06	42906417	42906617	102	+	ATCOPIA28_I-int	LTR/Copia	3906	4007	(699)	95881	1	No_ref_available

###225	15.4	1.9	3.8	D5_06	3792890	3792943	53	C	ATCOPIA63_I-int	LTR/Copia	(1111)	2960	2908	82316	1	No_ref_available

###235	23.6	2.8	4.3	D5_06	7690535	7690605	70	C	COP2_I_MT-int	LTR/Copia	(4655)	1647	1578	83338	1	No_ref_available

###255	12.3	0.0	9.8	D5_06	12318055	12318099	41	C	COP8_I_MT-int	LTR/Copia	(944)	3524	3484	84747	1	No_ref_available

###241	35.4	2.2	2.2	D5_06	18613393	18613571	179	C	COP8_I_MT-int	LTR/Copia	(552)	3916	3738	86978	1	No_ref_available

###358	29.6	2.3	2.3	D5_06	39082741	39082935	202	C	COP8_I_MT-int	LTR/Copia	(1612)	2856	2655	94505	1	No_ref_available

###369	33.8	2.3	2.6	D5_06	36042993	36043320	536	C	Copia-100_Mad-I	LTR/Copia	(584)	5520	4985	93412	1	No_ref_available

###472	20.5	2.8	5.3	D5_06	21927831	21927993	178	+	Copia-11_CP-I	LTR/Copia	3953	4130	(0)	88119	1	No_ref_available

###1611/39490/1528	0.023	0.065	0.000	D5_06	1725395	1730071	4680	C	Copia-11_GR-LTR	LTR/Copia	NA	NA	NA	81986/81986/81986	3	1.000
1611	0.0	0.0	0.0	D5_06	1725395	1725577	183	C	Copia-11_GR-LTR	LTR/Copia	(0)	183	1	81986	1
39490	0.0	0.0	0.0	D5_06	1725578	1729891	4314	C	Copia-11_GR-I	LTR/Copia	(0)	4314	1	81986	1
1528	0.6	1.7	0.0	D5_06	1729892	1730071	183	C	Copia-11_GR-LTR	LTR/Copia	(0)	183	1	81986	1

###3503/369	30.452	1.801	1.706	D5_06	51830714	51832724	1597	C	Copia-11_GR-I	LTR/Copia	(27)	4287	2330	98963/98963	2	0.341
3503	30.8	1.9	1.8	D5_06	51830714	51832226	1514	C	Copia-11_GR-I	LTR/Copia	(27)	4287	2774	98963	1
369	24.1	0.0	0.0	D5_06	51832642	51832724	83	C	Copia-11_GR-I	LTR/Copia	(1902)	2412	2330	98963	1

###34098	3.5	0.5	0.2	D5_06	14181710	14185801	4105	C	Copia-12_GR-I	LTR/Copia	(0)	4105	1	85385	1	0.916

###18269	3.6	0.1	0.1	D5_06	17425452	17427620	2171	C	Copia-12_GR-I	LTR/Copia	(0)	4105	1935	86542	1	0.484

###17685	4.1	0.5	0.2	D5_06	54427135	54429285	2156	C	Copia-12_GR-I	LTR/Copia	(1949)	2156	1	99734	1	0.481

###1604/2901/1182/1682/757	31.244	2.165	1.537	D5_06	10712532	10720209	3309	+	Copia-12_JC-I	LTR/Copia	97	4061	(0)	84258/84258/84258/84258/84258	5	No_ref_available
1604	31.8	0.9	0.9	D5_06	10712532	10713095	564	+	Copia-12_JC-I	LTR/Copia	97	660	(3401)	84258	1
2901	31.2	2.5	2.3	D5_06	10713495	10714755	1264	+	Copia-12_JC-I	LTR/Copia	970	2233	(1828)	84258	1
1182	34.4	1.0	1.1	D5_06	10714946	10715560	614	+	Copia-12_JC-I	LTR/Copia	2437	3050	(1011)	84258	1
1682	28.0	4.4	0.8	D5_06	10716954	10717544	612	+	Copia-12_JC-I	LTR/Copia	3158	3769	(292)	84258	1
757	28.6	1.2	1.2	D5_06	10719955	10720209	255	+	Copia-12_JC-I	LTR/Copia	3807	4061	(0)	84258	1

###1177/529/3680/2513	26.992	1.267	1.520	D5_06	10726265	10730559	2389	+	Copia-12_JC-I	LTR/Copia	60	4059	(2)	84263/84263/84263/84266	4	No_ref_available
1177	26.4	0.6	3.4	D5_06	10726265	10726625	351	+	Copia-12_JC-I	LTR/Copia	60	410	(3651)	84263	1
529	26.4	0.0	0.0	D5_06	10728115	10728254	140	+	Copia-12_JC-I	LTR/Copia	427	566	(3495)	84263	1
3680	28.6	2.2	0.6	D5_06	10728295	10729455	1180	+	Copia-12_JC-I	LTR/Copia	1895	3074	(987)	84263	1
2513	26.0	2.1	0.4	D5_06	10729854	10730559	718	+	Copia-12_JC-I	LTR/Copia	3342	4059	(2)	84266	1

###1390	29.0	0.2	0.0	D5_06	10729458	10729850	394	+	Copia-12_JC-I	LTR/Copia	2435	2828	(1233)	84266	1	No_ref_available

###500	35.7	9.7	1.9	D5_06	28218693	28219364	723	C	Copia-12_MN-I	LTR/Copia	(515)	4215	3493	90324	1	No_ref_available

###278/315/460	29.045	5.764	0.263	D5_06	5751873	5752277	327	C	Copia-12_TC-I	LTR/Copia	(3293)	2025	1508	82803/82803/82803	3	No_ref_available
278	26.9	1.5	0.0	D5_06	5751873	5751939	68	C	Copia-12_TC-I	LTR/Copia	(3293)	2025	1958	82803	1
315	30.0	4.3	0.7	D5_06	5751938	5752078	146	C	Copia-12_TC-I	LTR/Copia	(3420)	1766	1621	82803	1
460	29.1	8.7	0.0	D5_06	5752112	5752277	161	C	Copia-12_TC-I	LTR/Copia	(3518)	1668	1508	82803	1

###313/484	24.890	11.470	1.655	D5_06	6378978	6379365	492	+	Copia-12_TC-I	LTR/Copia	666	1923	(3395)	82946/82946	2	No_ref_available
313	31.0	2.5	2.5	D5_06	6378978	6379096	119	+	Copia-12_TC-I	LTR/Copia	666	784	(4091)	82946	1
484	21.6	16.3	1.2	D5_06	6379145	6379365	373	+	Copia-12_TC-I	LTR/Copia	1551	1923	(3395)	82946	1

###5821	24.4	3.4	1.4	D5_06	7206105	7208470	2452	+	Copia-12_TC-I	LTR/Copia	819	3270	(2451)	83195	1	No_ref_available

###1024	19.4	0.3	10.3	D5_06	15707397	15707729	395	+	Copia-12_TC-I	LTR/Copia	4792	5186	(0)	85991	1	No_ref_available

###2600	23.6	0.9	0.8	D5_06	15708328	15708972	646	+	Copia-12_TC-I	LTR/Copia	206	851	(4335)	85992	1	No_ref_available

###561/4487/7343	22.577	1.697	1.622	D5_06	15719105	15725795	2706	+	Copia-12_TC-I	LTR/Copia	1440	4145	(1041)	85992/85992/85992	3	No_ref_available
561	24.6	9.2	2.4	D5_06	15719105	15719364	242	+	Copia-12_TC-I	LTR/Copia	1440	1681	(3025)	85992	1
4487	22.6	1.1	1.6	D5_06	15719523	15720590	1063	+	Copia-12_TC-I	LTR/Copia	1459	2521	(2665)	85992	1
7343	22.2	0.8	1.5	D5_06	15724157	15725795	1629	+	Copia-12_TC-I	LTR/Copia	2517	4145	(1041)	85992	1

###499	26.8	16.4	0.4	D5_06	16284044	16284238	226	+	Copia-12_TC-I	LTR/Copia	1557	1782	(3404)	86178	1	No_ref_available

###2942/315/10160/469	25.959	2.487	1.322	D5_06	16442329	16448372	4181	+	Copia-12_TC-I	LTR/Copia	235	5318	(0)	86243/86243/86243/86243	4	No_ref_available
2942	27.7	2.9	1.0	D5_06	16442329	16443246	936	+	Copia-12_TC-I	LTR/Copia	235	1170	(4016)	86243	1
315	25.9	0.0	4.5	D5_06	16445095	16445211	112	+	Copia-12_TC-I	LTR/Copia	1171	1282	(3904)	86243	1
10160	24.5	2.5	1.2	D5_06	16445306	16448237	3019	+	Copia-12_TC-I	LTR/Copia	1981	4999	(187)	86243	1
469	24.6	0.0	2.6	D5_06	16448256	16448372	114	+	Copia-12_TC-I	LTR/Copia	5205	5318	(0)	86243	1

###8242	21.5	0.9	1.9	D5_06	36648162	36650001	1823	C	Copia-12_TC-I	LTR/Copia	(1843)	3343	1521	93653	1	No_ref_available

###3442	25.0	3.9	2.6	D5_06	36660006	36661037	1045	C	Copia-12_TC-I	LTR/Copia	(3932)	1254	210	93656	1	No_ref_available

###8993/3565	23.272	1.521	2.062	D5_06	38377021	38380293	3131	C	Copia-12_TC-I	LTR/Copia	(1622)	3564	235	94262/94262	2	No_ref_available
8993	22.3	1.1	1.9	D5_06	38377021	38379148	2111	C	Copia-12_TC-I	LTR/Copia	(1622)	3564	1454	94262	1
3565	25.3	2.4	2.4	D5_06	38379274	38380293	1020	C	Copia-12_TC-I	LTR/Copia	(3932)	1254	235	94262	1

###546/488	23.526	10.807	1.029	D5_06	58101005	58101394	494	C	Copia-12_TC-I	LTR/Copia	(3395)	1923	1320	100600/100600	2	No_ref_available
546	21.1	16.8	1.6	D5_06	58101005	58101224	372	C	Copia-12_TC-I	LTR/Copia	(3395)	1923	1552	100600	1
488	27.9	0.0	0.0	D5_06	58101273	58101394	122	C	Copia-12_TC-I	LTR/Copia	(4107)	1441	1320	100600	1

###3647/1252	26.213	15.367	2.215	D5_06	59758198	59760370	2388	+	Copia-12_TC-I	LTR/Copia	1996	5596	(4)	100799/100799	2	No_ref_available
3647	27.1	14.0	2.4	D5_06	59758198	59759958	1961	+	Copia-12_TC-I	LTR/Copia	1996	3956	(1230)	100799	1
1252	22.3	21.4	1.4	D5_06	59759972	59760370	427	+	Copia-12_TC-I	LTR/Copia	5170	5596	(4)	100799	1

###229	25.7	1.1	6.0	D5_06	13067971	13068057	83	C	Copia-13_TC-I	LTR/Copia	(2328)	6167	6085	84988	1	No_ref_available

###260	15.2	13.1	8.0	D5_06	22690988	22691094	112	C	Copia-13_TC-I	LTR/Copia	(8005)	490	379	88373	1	No_ref_available

###271	23.4	1.8	6.7	D5_06	22748495	22748604	105	+	Copia-13_TC-I	LTR/Copia	389	493	(8002)	88397	1	No_ref_available

###297	21.1	2.0	7.2	D5_06	24182753	24182854	97	+	Copia-13_TC-I	LTR/Copia	389	485	(8010)	88902	1	No_ref_available

###237	20.4	8.2	4.0	D5_06	24837111	24837207	101	C	Copia-13_TC-I	LTR/Copia	(7779)	716	616	89155	1	No_ref_available

###331	20.5	2.9	6.9	D5_06	24858706	24858810	101	+	Copia-13_TC-I	LTR/Copia	389	489	(8006)	89165	1	No_ref_available

###357	18.9	1.9	8.2	D5_06	24865519	24865622	98	+	Copia-13_TC-I	LTR/Copia	390	487	(8008)	89165	1	No_ref_available

###247	18.1	1.9	7.6	D5_06	26222238	26222342	69	+	Copia-13_TC-I	LTR/Copia	388	456	(8039)	89619	1	No_ref_available

###346	15.5	2.0	9.7	D5_06	39961917	39962016	93	+	Copia-13_TC-I	LTR/Copia	389	481	(8014)	94806	1	No_ref_available

###226	23.7	6.6	0.0	D5_06	39965380	39965455	81	C	Copia-13_TC-I	LTR/Copia	(7816)	679	599	94811	1	No_ref_available

###340	20.3	0.9	7.0	D5_06	42877335	42877440	100	+	Copia-13_TC-I	LTR/Copia	389	488	(8007)	95874	1	No_ref_available

###4937/37065/4897	3.510	0.121	0.278	D5_06	5728775	5734511	5728	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	82800/82800/82800	3	1.000
4937	4.0	0.6	0.2	D5_06	5728775	5729402	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	82800	1
37065	3.4	0.0	0.3	D5_06	5729403	5733882	4467	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1	82800	1
4897	3.8	0.5	0.2	D5_06	5733884	5734511	630	C	Copia-14_GR-LTR	LTR/Copia	(1)	630	1	82800	1

###3763/22023/8628/3911	6.406	1.636	1.163	D5_06	7444371	7450493	5278	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	83258/83258/83262/83262	4	0.921
3763	9.2	5.9	2.4	D5_06	7444371	7444980	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	83258	1
22023	5.9	0.3	0.6	D5_06	7444981	7447865	2879	+	Copia-14_GR-I	LTR/Copia	1	2879	(1588)	83258	1
8628	5.2	2.0	1.5	D5_06	7448743	7449873	1137	+	Copia-14_GR-I	LTR/Copia	3331	4467	(0)	83262	1
3911	9.2	4.2	2.4	D5_06	7449874	7450493	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	83262	1

###3731/23520/6395/3688	6.513	1.481	0.872	D5_06	11505292	11510325	5067	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	84505/84505/84505/84505	4	0.884
3731	9.5	5.2	2.9	D5_06	11505292	11505908	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	84505	1
23520	5.3	0.3	0.3	D5_06	11505909	11508897	2988	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1480	84505	1
6395	5.9	0.4	0.2	D5_06	11508893	11509708	817	C	Copia-14_GR-I	LTR/Copia	(3650)	817	1	84505	1
3688	10.2	4.9	2.5	D5_06	11509709	11510325	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	84505	1

