Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref
4734	20.2	0.3	0.1	D5_02	3904032	3904953	924	C	Copia-12_TC-I	LTR/Copia	(2155)	3031	2108	18080	1
2651	22.9	1.2	2.0	D5_02	3906244	3906888	640	C	Copia-12_TC-I	LTR/Copia	(3088)	2098	1459	18080	1
1922	22.2	0.7	0.2	D5_02	3907138	3907566	431	C	Copia-12_TC-I	LTR/Copia	(4521)	665	235	18080	1

###253	24.0	0.0	0.0	D5_02	3902288	3902337	50	C	Copia-12_TC-I	LTR/Copia	(0)	5491	5442	18079	1	No_ref_available

###940	25.7	13.2	0.9	D5_02	3902511	3902926	773	C	Copia-12_TC-I	LTR/Copia	(0)	5491	4719	18079	1	No_ref_available

###260/433	26.502	11.020	2.449	D5_02	8594191	8594585	516	+	Copia-12_TC-I	LTR/Copia	1135	1923	(3395)	19533/19533	2	No_ref_available
260	31.4	2.4	4.8	D5_02	8594191	8594317	124	+	Copia-12_TC-I	LTR/Copia	1135	1258	(4060)	19533	1
433	23.9	15.6	1.2	D5_02	8594347	8594585	392	+	Copia-12_TC-I	LTR/Copia	1532	1923	(3395)	19533	1

###252/225	21.182	3.550	2.879	D5_02	15535321	15535471	142	+	Copia-12_TC-I	LTR/Copia	1609	1923	(3395)	21933/21933	2	No_ref_available
252	21.4	0.0	4.9	D5_02	15535321	15535384	61	+	Copia-12_TC-I	LTR/Copia	1609	1669	(3517)	21933	1
225	21.0	6.5	1.2	D5_02	15535395	15535471	81	+	Copia-12_TC-I	LTR/Copia	1843	1923	(3395)	21933	1

###328	24.2	0.0	2.4	D5_02	26136472	26136571	64	+	Copia-12_TC-I	LTR/Copia	1596	1659	(3527)	26369	1	No_ref_available

###292/516	24.254	12.586	0.951	D5_02	26545144	26545484	229	+	Copia-12_TC-I	LTR/Copia	1041	1706	(3480)	26482/26482	2	No_ref_available
292	27.4	0.0	1.4	D5_02	26545144	26545217	73	+	Copia-12_TC-I	LTR/Copia	1041	1113	(4073)	26482	1
516	23.2	16.8	0.8	D5_02	26545264	26545484	156	+	Copia-12_TC-I	LTR/Copia	1551	1706	(3480)	26482	1

###484	19.5	1.1	3.7	D5_02	26644018	26644147	109	C	Copia-12_TC-I	LTR/Copia	(0)	5186	5078	26514	1	No_ref_available

###369/843/451	27.501	12.289	3.875	D5_02	26819911	26821705	1613	C	Copia-12_TC-I	LTR/Copia	(1084)	4234	1937	26578/26578/26578	3	No_ref_available
369	25.5	3.3	3.3	D5_02	26819911	26820060	150	C	Copia-12_TC-I	LTR/Copia	(1084)	4234	4085	26578	1
843	27.9	14.0	4.1	D5_02	26820232	26821483	1250	C	Copia-12_TC-I	LTR/Copia	(1562)	3624	2375	26578	1
451	26.4	7.9	2.8	D5_02	26821503	26821705	213	C	Copia-12_TC-I	LTR/Copia	(3037)	2149	1937	26578	1

###461/416	25.184	11.317	0.759	D5_02	28740307	28740715	259	C	Copia-12_TC-I	LTR/Copia	(3480)	1706	1320	27178/27178	2	No_ref_available
461	22.1	18.5	0.8	D5_02	28740307	28740511	141	C	Copia-12_TC-I	LTR/Copia	(3480)	1706	1566	27178	1
416	29.7	0.8	0.7	D5_02	28740576	28740715	118	C	Copia-12_TC-I	LTR/Copia	(4111)	1437	1320	27178	1

###452/430	24.685	10.455	0.774	D5_02	32265415	32265806	496	C	Copia-12_TC-I	LTR/Copia	(3394)	1924	1320	28315/28315	2	No_ref_available
452	21.6	16.2	1.2	D5_02	32265415	32265636	374	C	Copia-12_TC-I	LTR/Copia	(3394)	1924	1551	28315	1
430	30.3	0.0	0.0	D5_02	32265685	32265806	122	C	Copia-12_TC-I	LTR/Copia	(4107)	1441	1320	28315	1

###514/535	26.034	7.914	2.898	D5_02	32323020	32323478	462	C	Copia-12_TC-I	LTR/Copia	(3403)	1915	963	28333/28333	2	No_ref_available
514	26.3	13.1	2.1	D5_02	32323020	32323279	288	C	Copia-12_TC-I	LTR/Copia	(3403)	1915	1628	28333	1
535	25.7	1.4	3.9	D5_02	32323272	32323478	174	C	Copia-12_TC-I	LTR/Copia	(4050)	1136	963	28333	1

###259	20.0	7.8	5.6	D5_02	36242968	36243075	92	C	Copia-12_TC-I	LTR/Copia	(2861)	2325	2234	29569	1	No_ref_available

###953	30.9	4.0	1.9	D5_02	36245575	36246159	992	C	Copia-12_TC-I	LTR/Copia	(2945)	2603	1612	29573	1	No_ref_available

###38843	2.1	0.0	0.1	D5_02	8602947	8607402	4455	C	Copia-13_GR-I	LTR/Copia	(0)	4455	1	19538	1	No_ref_available

###246	21.5	4.8	6.8	D5_02	7867060	7867164	103	C	Copia-13_TC-I	LTR/Copia	(8004)	491	389	19294	1	No_ref_available

###251	20.7	2.5	10.0	D5_02	13942975	13943092	110	C	Copia-13_TC-I	LTR/Copia	(8006)	489	380	21375	1	No_ref_available

###239	20.4	13.7	5.7	D5_02	30720388	30720533	157	C	Copia-13_TC-I	LTR/Copia	(8003)	492	336	27846	1	No_ref_available

###483	24.0	4.3	0.6	D5_02	33083904	33084099	172	+	Copia-13_TC-I	LTR/Copia	1819	1990	(6505)	28638	1	No_ref_available

###5294/38064/5257	1.844	0.178	0.234	D5_02	8005637	8011369	5728	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	19344/19344/19344	3	1.000
5294	2.1	0.0	0.0	D5_02	8005637	8006267	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	19344	1
38064	1.8	0.2	0.3	D5_02	8006268	8010739	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	19344	1
5257	1.9	0.2	0.0	D5_02	8010741	8011369	630	+	Copia-14_GR-LTR	LTR/Copia	2	631	(0)	19344	1

###3633/19478/4845/5337/3770	6.803	1.192	0.821	D5_02	9726121	9731156	5067	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	19953/19953/19953/19953/19953	5	0.884
3633	11.1	4.5	2.2	D5_02	9726121	9726737	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	19953	1
19478	5.3	0.1	0.0	D5_02	9726738	9729188	2453	C	Copia-14_GR-I	LTR/Copia	(0)	4467	2015	19953	1
4845	6.5	0.0	1.8	D5_02	9729182	9729857	664	C	Copia-14_GR-I	LTR/Copia	(2597)	1870	1207	19953	1
5337	5.8	0.3	0.3	D5_02	9729852	9730539	688	C	Copia-14_GR-I	LTR/Copia	(3779)	688	1	19953	1
3770	9.9	4.5	2.2	D5_02	9730540	9731156	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	19953	1

###4554/35982/4802	4.350	0.711	0.322	D5_02	28465326	28471033	5720	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	27101/27101/27101	3	0.998
4554	6.3	0.6	0.5	D5_02	28465326	28465946	622	+	Copia-14_GR-LTR	LTR/Copia	1	622	(9)	27101	1
35982	3.9	0.8	0.3	D5_02	28465956	28470401	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	27101	1
4802	5.6	0.2	0.3	D5_02	28470402	28471033	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	27101	1

###3012/33828/3966	8.308	0.225	1.673	D5_02	28569859	28575662	5729	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	27124/27124/27124	3	1.000
3012	14.3	0.6	9.2	D5_02	28569859	28570543	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	27124	1
33828	6.9	0.2	0.4	D5_02	28570544	28575015	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	27124	1
3966	11.7	0.0	2.5	D5_02	28575016	28575662	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	27124	1

###5323/38255/5450	1.490	0.234	0.256	D5_02	31357942	31363670	5729	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	28022/28022/28022	3	1.000
5323	1.4	0.0	0.2	D5_02	31357942	31358573	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	28022	1
38255	1.6	0.3	0.3	D5_02	31358574	31363039	4467	+	Copia-14_GR-I	LTR/Copia	1	4467	(0)	28022	1
5450	0.8	0.0	0.0	D5_02	31363040	31363670	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	28022	1

###5342/38070/5298	1.646	0.044	0.679	D5_02	38738204	38743968	5729	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	30336/30336/30336	3	1.000
5342	0.9	0.2	0.2	D5_02	38738204	38738834	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	30336	1
38070	1.8	0.0	0.8	D5_02	38738835	38743336	4467	C	Copia-14_GR-I	LTR/Copia	(0)	4467	1	30336	1
5298	1.3	0.2	0.3	D5_02	38743337	38743968	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	30336	1

###3906/34782/3771	6.249	1.527	0.857	D5_02	43564593	43570284	5728	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	31436/31436/31436	3	1.000
3906	8.8	4.3	2.5	D5_02	43564593	43565212	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	31436	1
34782	5.4	0.7	0.4	D5_02	43565214	43569666	4466	+	Copia-14_GR-I	LTR/Copia	2	4467	(0)	31436	1
3771	9.8	4.7	2.5	D5_02	43569667	43570284	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	31436	1

###3450	11.2	0.0	2.8	D5_02	1767011	1767599	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	17613	1	1.000

###2601/3310/655	12.335	1.104	4.542	D5_02	1789291	1794084	1216	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	17620/17621/17623	3	0.212
2601	16.2	0.7	7.3	D5_02	1789291	1789889	562	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	70	17620	1
3310	9.4	0.4	0.4	D5_02	1789897	1790358	462	C	Copia-14_GR-I	LTR/Copia	(0)	4467	4006	17621	1
655	16.9	2.8	12.2	D5_02	1793870	1794084	197	C	Copia-14_GR-I	LTR/Copia	(457)	4010	3814	17623	1

###5251/26912	1.634	0.083	0.367	D5_02	6891937	6895740	3795	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	18992/18992	2	0.662
5251	1.3	0.5	0.2	D5_02	6891937	6892565	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	18992	1
26912	1.7	0.0	0.4	D5_02	6892566	6895740	3164	+	Copia-14_GR-I	LTR/Copia	1	3164	(1303)	18992	1

###3870	8.1	4.8	2.4	D5_02	15130010	15130617	622	+	Copia-14_GR-LTR	LTR/Copia	1	622	(9)	21789	1	0.986

###261/383	31.969	8.634	2.269	D5_02	31082924	31085265	664	C	Copia-14_GR-I	LTR/Copia	(776)	3720	2688	27952/27952	2	0.116
261	32.8	4.2	3.1	D5_02	31082924	31083115	194	C	Copia-14_GR-I	LTR/Copia	(776)	3720	3527	27952	1
383	31.6	10.6	1.9	D5_02	31084833	31085265	470	C	Copia-14_GR-I	LTR/Copia	(1310)	3157	2688	27952	1

###1815	10.6	0.8	0.4	D5_02	33704644	33704909	267	C	Copia-14_GR-I	LTR/Copia	(0)	4467	4201	28852	1	0.047

###4166	11.8	1.6	0.9	D5_02	33714270	33714901	636	C	Copia-14_GR-I	LTR/Copia	(263)	4204	3569	28858	1	0.111

###2757/2368	15.616	1.650	4.966	D5_02	35200041	35201084	1001	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	29283/29283	2	0.175
2757	16.9	1.1	6.8	D5_02	35200041	35200694	619	+	Copia-14_GR-LTR	LTR/Copia	2	620	(11)	29283	1
2368	13.4	2.6	1.8	D5_02	35200706	35201084	382	+	Copia-14_GR-I	LTR/Copia	1	382	(4085)	29283	1

###3700/18141/2746	6.698	1.185	0.955	D5_02	35270536	35273918	3384	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	29303/29303/29303	3	0.591
3700	9.0	5.4	2.5	D5_02	35270536	35271149	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	29303	1
18141	6.2	0.2	0.7	D5_02	35271150	35273566	2405	+	Copia-14_GR-I	LTR/Copia	1	2405	(2062)	29303	1
2746	6.1	0.6	0.0	D5_02	35273573	35273918	348	+	Copia-14_GR-I	LTR/Copia	3635	3982	(485)	29303	1

###5362	1.3	0.0	0.2	D5_02	36088390	36089021	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	29542	1	1.000

###19407/4545	5.558	0.349	0.488	D5_02	36977619	36983962	3088	+	Copia-14_GR-I	LTR/Copia	1	3088	(1379)	29772/29776	2	0.539
19407	5.8	0.2	0.6	D5_02	36977619	36980141	2515	+	Copia-14_GR-I	LTR/Copia	1	2515	(1952)	29772	1
4545	4.5	1.0	0.0	D5_02	36983386	36983962	583	+	Copia-14_GR-I	LTR/Copia	2506	3088	(1379)	29776	1

###10923	5.5	0.7	0.1	D5_02	36987238	36988612	1384	+	Copia-14_GR-I	LTR/Copia	3084	4467	(0)	29780	1	0.242

###3195/15306/940	10.694	0.608	0.986	D5_02	37577105	37582205	2953	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	29955/29955/29959	3	0.515
3195	15.2	0.3	6.3	D5_02	37577105	37577773	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	29955	1
15306	9.7	0.2	0.2	D5_02	37577774	37579911	2138	C	Copia-14_GR-I	LTR/Copia	(0)	4467	2330	29955	1
940	13.7	6.0	0.0	D5_02	37582024	37582205	193	C	Copia-14_GR-I	LTR/Copia	(2129)	2338	2146	29959	1

###1299	25.7	2.7	8.8	D5_02	37614539	37615140	568	C	Copia-14_GR-LTR	LTR/Copia	(63)	568	1	29974	1	0.900

###4202/378/4727	8.592	0.575	0.299	D5_02	38451237	38452544	1320	+	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	30238/30238/30238	3	0.230
4202	9.4	1.0	0.3	D5_02	38451237	38451863	631	+	Copia-14_GR-LTR	LTR/Copia	1	631	(0)	30238	1
378	10.5	0.0	3.5	D5_02	38451864	38451922	57	+	Copia-14_GR-I	LTR/Copia	1	57	(4410)	30238	1
4727	7.6	0.2	0.0	D5_02	38451914	38452544	632	+	Copia-14_GR-I	LTR/Copia	317	948	(3519)	30238	1

###5918/2501	16.041	2.973	1.351	D5_02	38627366	38628986	1605	C	Copia-14_GR-I	LTR/Copia	NA	NA	NA	30307/30308	2	0.280
5918	13.9	2.0	0.3	D5_02	38627366	38628330	981	C	Copia-14_GR-I	LTR/Copia	(3354)	1113	133	30307	1
2501	19.4	4.5	3.0	D5_02	38628372	38628986	624	C	Copia-14_GR-LTR	LTR/Copia	(7)	624	1	30308	1

###3820	10.9	1.2	0.5	D5_02	40540386	40540959	578	C	Copia-14_GR-I	LTR/Copia	(0)	4467	3890	30811	1	0.101

###3867	9.3	4.5	2.1	D5_02	41999941	42000556	631	C	Copia-14_GR-LTR	LTR/Copia	(0)	631	1	31165	1	1.000

###1244/260/371/3757	18.036	1.665	4.058	D5_02	43633816	43635475	1127	C	Copia-14_GR-LTR	LTR/Copia	NA	NA	NA	31446/31446/31446/31446	4	0.197
